"('mid',)","('ordering',)","('pid',)","('category',)","('job',)"
tt0314121,8,nm1290936,composer,
tt0314121,9,nm1292443,composer,
tt0314134,10,nm1155940,editor,
tt0314134,1,nm0149286,actor,
tt0314134,2,nm1154888,actor,
tt0314134,3,nm5361314,actor,
tt0314134,4,nm1155092,actor,
tt0314134,5,nm0344761,director,
tt0314134,6,nm0466864,writer,
tt0314134,7,nm1156790,writer,
tt0314134,8,nm0473730,cinematographer,
tt0314134,9,nm0436722,editor,
tt0314166,10,nm0385769,editor,
tt0314166,1,nm0458981,actor,
tt0314166,2,nm0808216,actress,
tt0314166,3,nm0808606,actor,
tt0314166,4,nm0144657,actor,
tt0314166,5,nm0970388,director,
tt0314166,6,nm0058799,writer,characters
tt0314166,7,nm0897267,writer,written by
tt0314166,8,nm0372935,producer,producer
tt0314166,9,nm0485788,composer,
tt0314170,10,nm0668541,producer,producer
tt0314170,1,nm0005386,actress,
tt0314170,2,nm0959614,actor,
tt0314170,3,nm0065493,actor,
tt0314170,4,nm0410609,actress,
tt0314170,5,nm0785498,director,
tt0314170,6,nm1198529,writer,novel
tt0314170,7,nm0297491,writer,screenplay cooperation
tt0314170,8,nm0251274,producer,producer
tt0314170,9,nm0406416,producer,producer
tt0314197,10,nm0694815,producer,producer
tt0314197,1,nm0000104,actor,
tt0314197,2,nm0000668,actress,
tt0314197,3,nm0001952,actor,
tt0314197,4,nm1354955,actress,
tt0314197,5,nm0358960,director,
tt0314197,6,nm1844740,writer,novel
tt0314197,7,nm0410540,producer,producer
tt0314197,8,nm1178751,producer,producer
tt0314197,9,nm0679017,producer,producer
tt0314331,10,nm0183533,cinematographer,director of photography
tt0314331,1,nm0000424,actor,
tt0314331,2,nm0567356,actress,
tt0314331,3,nm0000553,actor,
tt0314331,4,nm0001473,actress,
tt0314331,5,nm0193485,director,
tt0314331,6,nm0079677,producer,producer
tt0314331,7,nm0271479,producer,producer
tt0314331,8,nm0448953,producer,producer
tt0314331,9,nm0035661,composer,
tt0314353,10,nm0726476,producer,producer
tt0314353,1,nm0000246,actor,
tt0314353,2,nm0369513,actor,
tt0314353,3,nm0000899,actress,
tt0314353,4,nm0907708,actor,
tt0314353,5,nm0298807,director,
tt0314353,6,nm0489620,writer,written by
tt0314353,7,nm0162752,writer,written by
tt0314353,8,nm0117290,producer,producer
tt0314353,9,nm0516465,producer,producer
tt0314390,10,nm0108484,editor,
tt0314390,1,nm0803262,actor,
tt0314390,2,nm0210218,actress,
tt0314390,3,nm0959897,actor,
tt0314390,4,nm0077597,actress,
tt0314390,5,nm0006939,director,
tt0314390,6,nm0039903,writer,scenario
tt0314390,7,nm0271446,producer,producer
tt0314390,8,nm0410511,composer,
tt0314390,9,nm0362473,cinematographer,
tt0314412,10,nm0488625,cinematographer,
tt0314412,1,nm0001631,actress,
tt0314412,2,nm0005454,actor,
tt0314412,3,nm0749263,actor,
tt0314412,4,nm0914455,actress,
tt0314412,5,nm0170043,director,
tt0314412,6,nm1563090,writer,"book ""Pretending the Bed is a Raft"""
tt0314412,7,nm0306088,producer,producer
tt0314412,8,nm0572755,producer,producer
tt0314412,9,nm0897350,composer,
tt0314431,10,nm0746474,cinematographer,
tt0314431,1,nm0000147,actor,
tt0314431,2,nm0000378,actress,
tt0314431,3,nm0005460,actress,
tt0314431,4,nm0001287,actress,
tt0314431,5,nm0379179,director,
tt0314431,6,nm0916047,writer,"novel ""New Cardiff"""
tt0314431,7,nm0296641,producer,producer
tt0314431,8,nm0859877,producer,producer
tt0314431,9,nm0022903,composer,
tt0314498,10,nm0322802,producer,producer
tt0314498,1,nm0424060,actress,
tt0314498,2,nm0159776,actress,
tt0314498,3,nm0262635,actor,
tt0314498,4,nm1211344,actor,
tt0314498,5,nm0005367,director,
tt0314498,6,nm0405190,writer,story
tt0314498,7,nm0951686,writer,story
tt0314498,8,nm0777043,writer,screenplay
tt0314498,9,nm0083696,producer,producer
tt0314502,10,nm1093844,composer,
tt0314502,1,nm0465648,actress,
tt0314502,2,nm0401264,actor,
tt0314502,3,nm0591389,actress,
tt0314502,4,nm0253108,actress,
tt0314502,5,nm0922520,director,
tt0314502,6,nm0320554,writer,novel
tt0314502,7,nm0067408,producer,producer
tt0314502,8,nm0540791,producer,producer
tt0314502,9,nm0315180,producer,producer
tt0314524,10,nm0834451,producer,producer
tt0314524,1,nm1486489,actor,
tt0314524,2,nm1432764,actor,
tt0314524,3,nm0617450,actor,
tt0314524,4,nm0653669,actress,
tt0314524,5,nm0046636,director,
tt0314524,6,nm0634863,writer,screenplay
tt0314524,7,nm1266650,writer,novel
tt0314524,8,nm0267026,producer,producer
tt0314524,9,nm0783203,producer,producer
tt0314589,10,nm2908532,editor,
tt0314589,1,nm0063252,actor,
tt0314589,2,nm0785081,actor,
tt0314589,3,nm0162220,actor,
tt0314589,4,nm0241401,actor,
tt0314589,5,nm0149134,director,
tt0314589,6,nm0149130,producer,executive producer
tt0314589,7,nm1234578,composer,
tt0314589,8,nm0351995,cinematographer,
tt0314589,9,nm2679652,editor,
tt0314620,10,nm0771744,composer,
tt0314620,1,nm1176953,actor,
tt0314620,2,nm1176952,actor,
tt0314620,3,nm0816842,actor,
tt0314620,4,nm1407033,actress,
tt0314620,5,nm0429535,director,
tt0314620,6,nm0929621,director,
tt0314620,7,nm1156259,writer,novel
tt0314620,8,nm0880897,writer,writer
tt0314620,9,nm1327222,producer,producer
tt0314630,10,nm0050832,cinematographer,
tt0314630,1,nm0001714,actor,
tt0314630,2,nm0204706,actress,
tt0314630,3,nm0001459,actor,
tt0314630,4,nm0000677,actress,
tt0314630,5,nm0748928,director,
tt0314630,6,nm0806959,writer,"novella ""The Age of Grief"""
tt0314630,7,nm0524108,writer,screenplay
tt0314630,8,nm1082616,producer,producer
tt0314630,9,nm0218460,composer,
tt0314676,10,nm0936535,editor,
tt0314676,1,nm0000375,actor,
tt0314676,2,nm0000705,actress,
tt0314676,3,nm0000154,actor,
tt0314676,4,nm0000562,actor,
tt0314676,5,nm0330360,director,
tt0314676,6,nm0693259,writer,screenplay
tt0314676,7,nm0202704,producer,producer
tt0314676,8,nm0353187,producer,producer
tt0314676,9,nm0725166,cinematographer,director of photography
tt0314693,10,nm0663415,production_designer,
tt0314693,1,nm0317725,actress,
tt0314693,2,nm1155179,actor,
tt0314693,3,nm0198155,actor,
tt0314693,4,nm0098710,actress,
tt0314693,5,nm0874093,director,
tt0314693,6,nm1333440,writer,novel
tt0314693,7,nm0351006,producer,producer
tt0314693,8,nm0400152,producer,producer
tt0314693,9,nm0013761,cinematographer,
tt0314725,10,nm0005801,cinematographer,director of photography
tt0314725,1,nm1177088,self,
tt0314725,2,nm1176973,self,
tt0314725,3,nm1177102,self,
tt0314725,4,nm1174936,self,
tt0314725,5,nm0433225,director,
tt0314725,6,nm1175266,writer,Narration
tt0314725,7,nm0788110,writer,Narration
tt0314725,8,nm1157820,writer,"book ""Standing in the Shadows of Motown"""
tt0314725,9,nm1156080,producer,producer
tt0314786,10,nm0314088,producer,producer
tt0314786,1,nm0000983,actor,
tt0314786,2,nm0000140,actor,
tt0314786,3,nm0005351,actor,
tt0314786,4,nm0005441,actress,
tt0314786,5,nm0281598,director,
tt0314786,6,nm0000921,writer,"screenplay ""The In-Laws"""
tt0314786,7,nm0560894,writer,screenplay
tt0314786,8,nm0004412,writer,screenplay
tt0314786,9,nm4553448,producer,producer
tt0314806,10,nm1167816,producer,producer
tt0314806,1,nm0188025,self,
tt0314806,2,nm1168881,self,
tt0314806,3,nm0246044,self,
tt0314806,4,nm2654863,actress,
tt0314806,5,nm0819033,director,
tt0314806,6,nm1164472,writer,
tt0314806,7,nm0933262,writer,
tt0314806,8,nm0005061,producer,executive producer
tt0314806,9,nm0733159,producer,producer
tt0314942,10,nm0737394,producer,producer
tt0314942,1,nm0000591,actor,
tt0314942,2,nm0301515,actor,
tt0314942,3,nm0786614,actor,
tt0314942,4,nm0276758,actress,
tt0314942,5,nm0906667,director,
tt0314942,6,nm0293039,writer,play
tt0314942,7,nm0477187,producer,producer
tt0314942,8,nm0605155,producer,producer
tt0314942,9,nm0653351,producer,producer
tt0315110,1,nm0326751,actress,
tt0315110,2,nm0936618,actor,
tt0315110,3,nm0241622,director,
tt0315110,4,nm0098953,producer,producer
tt0315110,5,nm0117593,producer,producer
tt0315110,6,nm0496055,cinematographer,
tt0315110,7,nm0678142,editor,
tt0315152,10,nm0256475,production_designer,
tt0315152,1,nm0201669,actor,
tt0315152,2,nm0116254,actress,
tt0315152,3,nm0006939,actor,
tt0315152,4,nm0603586,actor,
tt0315152,5,nm0084580,director,
tt0315152,6,nm0613351,director,
tt0315152,7,nm0309369,producer,producer
tt0315152,8,nm0881103,cinematographer,
tt0315152,9,nm0145715,editor,
tt0315297,10,nm1862833,producer,producer
tt0315297,1,nm0000171,actress,
tt0315297,2,nm0000168,actor,
tt0315297,3,nm0000412,actor,
tt0315297,4,nm0000657,actor,
tt0315297,5,nm0442241,director,
tt0315297,6,nm0861638,writer,written by
tt0315297,7,nm1158347,producer,producer
tt0315297,8,nm0465744,producer,producer
tt0315297,9,nm0465745,producer,producer
tt0315327,10,nm0115384,producer,producer
tt0315327,1,nm0000120,actor,
tt0315327,2,nm0000098,actress,
tt0315327,3,nm0000151,actor,
tt0315327,4,nm0001311,actor,
tt0315327,5,nm0001723,director,
tt0315327,6,nm0466175,writer,story
tt0315327,7,nm0641479,writer,story
tt0315327,8,nm0644203,writer,screenplay
tt0315327,9,nm0098233,producer,producer
tt0315459,10,nm0098680,editor,
tt0315459,1,nm0004790,actor,
tt0315459,2,nm0000156,actor,
tt0315459,3,nm0004999,actor,
tt0315459,4,nm0001488,actress,
tt0315459,5,nm0465463,producer,producer
tt0315459,6,nm1167368,producer,producer
tt0315459,7,nm0754686,composer,
tt0315459,8,nm0764746,composer,
tt0315459,9,nm0005824,cinematographer,
tt0315543,10,nm0845612,cinematographer,
tt0315543,1,nm1003081,actress,
tt0315543,2,nm0509263,actor,
tt0315543,3,nm0586568,actor,
tt0315543,4,nm0824785,actress,
tt0315543,5,nm0081540,director,
tt0315543,6,nm0421314,writer,
tt0315543,7,nm0292904,producer,producer
tt0315543,8,nm0934668,producer,producer
tt0315543,9,nm0500571,composer,
tt0315632,10,nm0706861,composer,
tt0315632,1,nm0048075,actor,
tt0315632,2,nm1059103,actor,
tt0315632,3,nm0539507,actress,
tt0315632,4,nm0793851,actor,
tt0315632,5,nm0611548,director,
tt0315632,6,nm1186435,writer,
tt0315632,7,nm0890060,producer,executive producer
tt0315632,8,nm0159556,composer,
tt0315632,9,nm0023937,composer,
tt0315642,10,nm3871075,writer,dialogue
tt0315642,1,nm0000821,actor,
tt0315642,2,nm1027719,actor,
tt0315642,3,nm2390814,actress,
tt0315642,4,nm1303433,actor,
tt0315642,5,nm2349060,director,
tt0315642,6,nm0006765,writer,story
tt0315642,7,nm0430785,writer,screenplay
tt0315642,8,nm5241801,writer,screenplay
tt0315642,9,nm1249226,writer,screenplay
tt0315733,10,nm0592537,editor,
tt0315733,1,nm0000576,actor,
tt0315733,2,nm0001125,actor,
tt0315733,3,nm0915208,actress,
tt0315733,4,nm0396812,actor,
tt0315733,5,nm0327944,director,
tt0315733,6,nm0037247,writer,written by
tt0315733,7,nm0007011,producer,producer
tt0315733,8,nm0763395,composer,
tt0315733,9,nm0006509,cinematographer,
tt0315775,10,nm0662198,composer,
tt0315775,1,nm0502458,actor,
tt0315775,2,nm1180274,actor,
tt0315775,3,nm1176388,actress,
tt0315775,4,nm0766708,actress,
tt0315775,5,nm0289824,director,
tt0315775,6,nm1169207,writer,story
tt0315775,7,nm0606009,writer,screen story
tt0315775,8,nm0003336,producer,producer
tt0315775,9,nm1165122,producer,producer
tt0315824,10,nm0003392,composer,
tt0315824,1,nm0005562,actor,
tt0315824,2,nm0000151,actor,
tt0315824,3,nm0000641,actor,
tt0315824,4,nm1246371,actress,
tt0315824,5,nm0000786,director,
tt0315824,6,nm0001465,writer,novel
tt0315824,7,nm0349406,writer,screenplay
tt0315824,8,nm0082893,producer,producer
tt0315824,9,nm0764822,producer,producer
tt0315850,10,nm1233214,composer,
tt0315850,1,nm0739810,actor,
tt0315850,2,nm0034147,actress,
tt0315850,3,nm0506377,actor,
tt0315850,4,nm1161981,actor,
tt0315850,5,nm0871086,director,
tt0315850,6,nm1178554,writer,
tt0315850,7,nm1179072,writer,
tt0315850,8,nm1179218,writer,
tt0315850,9,nm0884439,writer,
tt0315870,10,nm0357269,cinematographer,
tt0315870,1,nm0815043,actor,
tt0315870,2,nm0297880,actress,
tt0315870,3,nm0849049,actress,
tt0315870,4,nm1244973,actor,
tt0315870,5,nm1039140,director,
tt0315870,6,nm1158993,writer,manga
tt0315870,7,nm1215681,writer,writer
tt0315870,8,nm0634547,producer,producer
tt0315870,9,nm0369076,composer,
tt0315930,1,nm1165487,actor,
tt0315930,2,nm1105090,actress,
tt0315930,3,nm1059154,actor,
tt0315930,4,nm1456944,actress,
tt0315930,5,nm1168564,director,
tt0315930,6,nm0149223,producer,producer
tt0315930,7,nm1168568,producer,producer
tt0315930,8,nm1170223,composer,
tt0315930,9,nm1165612,cinematographer,
tt0315983,10,nm0005683,cinematographer,director of photography
tt0315983,1,nm0000124,actress,
tt0315983,2,nm0001426,actor,
tt0315983,3,nm0253035,actor,
tt0315983,4,nm0004920,actress,
tt0315983,5,nm1166926,director,
tt0315983,6,nm1164318,writer,novel
tt0315983,7,nm1171067,writer,screenplay
tt0315983,8,nm0518757,producer,producer
tt0315983,9,nm0000035,composer,
tt0316023,1,nm0002000,actor,
tt0316023,2,nm1157324,actress,
tt0316023,3,nm0690951,actress,
tt0316023,4,nm0498429,actor,
tt0316023,5,nm0492305,director,
tt0316023,6,nm0232504,writer,screenplay
tt0316023,7,nm0947813,writer,screenplay
tt0316023,8,nm0436348,composer,
tt0316023,9,nm0450646,cinematographer,
tt0316062,10,nm0619655,cinematographer,
tt0316062,1,nm0220838,actress,
tt0316062,2,nm0706499,actor,
tt0316062,3,nm0540029,actor,
tt0316062,4,nm0311677,actress,
tt0316062,5,nm0436302,director,
tt0316062,6,nm0766463,writer,dialogue
tt0316062,7,nm0033242,producer,producer
tt0316062,8,nm0324719,composer,
tt0316062,9,nm0024263,cinematographer,
tt0316078,10,nm1498403,cinematographer,
tt0316078,1,nm0897201,actor,
tt0316078,2,nm0787748,actress,
tt0316078,3,nm1706602,actor,
tt0316078,4,nm1750758,actor,
tt0316078,5,nm0269778,director,
tt0316078,6,nm7123196,writer,dialogue
tt0316078,7,nm3905156,producer,producer
tt0316078,8,nm1351624,producer,producer
tt0316078,9,nm0006137,composer,
tt0316187,1,nm0348181,actor,
tt0316187,2,nm0278979,actress,
tt0316187,3,nm0023010,actor,
tt0316187,4,nm1087605,actress,
tt0316187,5,nm0002888,producer,producer
tt0316187,6,nm0936440,composer,
tt0316188,10,nm0622300,composer,
tt0316188,1,nm0711559,actor,
tt0316188,2,nm0539208,actress,
tt0316188,3,nm1187044,actor,
tt0316188,4,nm1187350,actress,
tt0316188,5,nm0813164,director,
tt0316188,6,nm0900284,writer,story
tt0316188,7,nm0478717,producer,producer
tt0316188,8,nm0531337,producer,producer
tt0316188,9,nm0641327,producer,producer
tt0316356,10,nm0614013,cinematographer,director of photography
tt0316356,1,nm0000126,actor,
tt0316356,2,nm0000380,actor,
tt0316356,3,nm0526019,actor,
tt0316356,4,nm0072344,actor,
tt0316356,5,nm0656842,writer,"novel ""The Open Range Men"""
tt0316356,6,nm0998086,writer,screenplay
tt0316356,7,nm0248180,producer,producer
tt0316356,8,nm0883603,producer,producer
tt0316356,9,nm0004383,composer,
tt0316396,10,nm0926824,producer,producer
tt0316396,1,nm0838911,actor,
tt0316396,2,nm0005042,actor,
tt0316396,3,nm0931404,actress,
tt0316396,4,nm0001655,actress,
tt0316396,5,nm0389591,director,
tt0316396,6,nm0057381,writer,play and books
tt0316396,7,nm0325533,writer,screenplay
tt0316396,8,nm0279651,producer,producer
tt0316396,9,nm0566590,producer,producer
tt0316463,10,nm0002502,editor,
tt0316463,1,nm1167277,actor,
tt0316463,2,nm1203798,actor,
tt0316463,3,nm0107900,actor,
tt0316463,4,nm1213420,actor,
tt0316463,5,nm1168135,director,
tt0316463,6,nm0730694,producer,producer
tt0316463,7,nm0092265,composer,
tt0316463,8,nm0221678,composer,
tt0316463,9,nm1163137,cinematographer,
tt0316465,10,nm0000035,composer,
tt0316465,1,nm0000421,actor,
tt0316465,2,nm0000438,actor,
tt0316465,3,nm0000700,actress,
tt0316465,4,nm0580924,actress,
tt0316465,5,nm0866132,director,
tt0316465,6,nm0723692,writer,written by
tt0316465,7,nm8460644,writer,magazine article
tt0316465,8,nm0301382,producer,producer
tt0316465,9,nm0005367,producer,producer
tt0316494,10,nm0854014,editor,
tt0316494,1,nm0305296,actor,
tt0316494,2,nm0227570,actress,
tt0316494,3,nm0524217,actor,
tt0316494,4,nm0688143,actor,
tt0316494,5,nm1171038,writer,writer
tt0316494,6,nm0355213,writer,writer
tt0316494,7,nm0698706,producer,producer
tt0316494,8,nm0006035,composer,
tt0316494,9,nm0006804,cinematographer,
tt0316599,10,nm0256862,composer,
tt0316599,1,nm0023860,actor,
tt0316599,2,nm0034841,actress,
tt0316599,3,nm1158729,actor,
tt0316599,4,nm0393093,actor,
tt0316599,5,nm0586281,director,
tt0316599,6,nm0297824,writer,novel
tt0316599,7,nm1191231,writer,screenplay
tt0316599,8,nm0535346,producer,producer
tt0316599,9,nm1168553,producer,producer
tt0316654,10,nm0149290,writer,screen story
tt0316654,1,nm0001497,actor,
tt0316654,2,nm0000379,actress,
tt0316654,3,nm0000547,actor,
tt0316654,4,nm0290556,actor,
tt0316654,5,nm0000600,director,
tt0316654,6,nm0498278,writer,comic book
tt0316654,7,nm0228492,writer,comic book
tt0316654,8,nm0332184,writer,screen story
tt0316654,9,nm0587692,writer,screen story
tt0316732,10,nm0065100,composer,
tt0316732,1,nm0001451,actress,
tt0316732,2,nm0266422,actor,
tt0316732,3,nm1014528,actress,
tt0316732,4,nm0005431,actor,
tt0316732,5,nm1103162,director,
tt0316732,6,nm0000108,writer,earlier screenplay
tt0316732,7,nm0304830,writer,screenplay
tt0316732,8,nm0502073,writer,screenplay
tt0316732,9,nm0467942,writer,screenplay
tt0316768,10,nm0881703,producer,producer
tt0316768,1,nm0000198,actor,
tt0316768,2,nm0227759,actor,
tt0316768,3,nm0000295,actress,
tt0316768,4,nm0000190,actor,
tt0316768,5,nm0109165,director,
tt0316768,6,nm0169896,producer,producer
tt0316768,7,nm0360065,producer,executive producer
tt0316768,8,nm0486524,producer,producer
tt0316768,9,nm0837875,producer,producer
tt0316824,10,nm1278274,producer,producer
tt0316824,1,nm0000513,actor,
tt0316824,2,nm0001709,actor,
tt0316824,3,nm0470981,actor,
tt0316824,4,nm0163988,actor,
tt0316824,5,nm0317638,director,
tt0316824,6,nm1164132,writer,screenplay
tt0316824,7,nm0960417,writer,additional dialogue
tt0316824,8,nm0006626,producer,producer
tt0316824,9,nm0621993,producer,producer
tt0316829,10,nm1257764,producer,producer
tt0316829,1,nm0793679,actress,
tt0316829,2,nm0867392,actress,
tt0316829,3,nm0619185,actor,
tt0316829,4,nm0949069,actor,
tt0316829,5,nm0474743,director,
tt0316829,6,nm0000041,writer,original screenplay
tt0316829,7,nm0945491,writer,"novels ""Nanno hana ka kaoru"" and ""Tsuyu no hinu ma"""
tt0316829,8,nm1259600,producer,producer
tt0316829,9,nm1257399,producer,producer
tt0317042,10,nm0404698,composer,
tt0317042,1,nm0715951,actor,
tt0317042,2,nm0005438,actor,
tt0317042,3,nm0001424,actor,
tt0317042,4,nm0000679,actress,
tt0317042,5,nm1199954,director,
tt0317042,6,nm1200194,director,
tt0317042,7,nm1199287,producer,producer
tt0317042,8,nm0537305,producer,producer
tt0317042,9,nm0730222,producer,producer
tt0317052,10,nm1206033,cinematographer,
tt0317052,1,nm0500614,actor,
tt0317052,2,nm0703438,actress,
tt0317052,3,nm0039697,actor,
tt0317052,4,nm0183481,actress,
tt0317052,5,nm0747003,director,
tt0317052,6,nm1198797,producer,producer
tt0317052,7,nm1199997,composer,
tt0317052,8,nm1058002,cinematographer,
tt0317052,9,nm1199180,cinematographer,
tt0317132,10,nm0005776,cinematographer,director of photography
tt0317132,1,nm1455681,actress,
tt0317132,2,nm0001099,actor,
tt0317132,3,nm0001693,actress,
tt0317132,4,nm0001807,actress,
tt0317132,5,nm0911061,director,
tt0317132,6,nm1164216,writer,novel
tt0317132,7,nm0802306,writer,screenplay
tt0317132,8,nm0016603,producer,producer
tt0317132,9,nm0006235,composer,
tt0317171,10,nm1178617,production_designer,
tt0317171,1,nm1179314,actress,
tt0317171,2,nm1178976,actor,
tt0317171,3,nm1178649,actress,
tt0317171,4,nm1237375,actor,
tt0317171,5,nm0917405,director,
tt0317171,6,nm1178062,producer,producer
tt0317171,7,nm0575263,producer,producer
tt0317171,8,nm1178928,cinematographer,
tt0317171,9,nm0153974,editor,
tt0317198,10,nm0079677,producer,producer
tt0317198,1,nm0000250,actress,
tt0317198,2,nm0000147,actor,
tt0317198,3,nm0000424,actor,
tt0317198,4,nm0428121,actress,
tt0317198,5,nm0452319,director,
tt0317198,6,nm0276144,writer,"novel ""Bridget Jones: the Edge of Reason"""
tt0317198,7,nm0203577,writer,screenplay
tt0317198,8,nm0193485,writer,screenplay
tt0317198,9,nm0111845,writer,screenplay
tt0317219,10,nm1198436,writer,screenplay by
tt0317219,1,nm0005562,actor,
tt0317219,2,nm0001372,actress,
tt0317219,3,nm0000056,actor,
tt0317219,4,nm1249256,actor,
tt0317219,5,nm0005124,director,
tt0317219,6,nm0710020,director,co-director
tt0317219,7,nm0460146,writer,original story by
tt0317219,8,nm1557594,writer,screenplay by
tt0317219,9,nm1195697,writer,screenplay by
tt0317226,1,nm1287137,actor,
tt0317226,2,nm1288005,actor,
tt0317226,3,nm1288336,actor,
tt0317226,4,nm1708847,actress,
tt0317226,5,nm0315842,director,
tt0317226,6,nm1804113,composer,
tt0317226,7,nm1825398,cinematographer,
tt0317226,8,nm0632004,cinematographer,
tt0317226,9,nm0755868,editor,
tt0317234,10,nm0161233,cinematographer,
tt0317234,1,nm0158856,actor,
tt0317234,2,nm0014227,actor,
tt0317234,3,nm1162053,actress,
tt0317234,4,nm0453735,actress,
tt0317234,5,nm0407990,director,
tt0317234,6,nm0453743,writer,
tt0317234,7,nm1195610,writer,
tt0317234,8,nm0498330,producer,producer
tt0317234,9,nm0453752,composer,
tt0317248,10,nm0708723,producer,producer
tt0317248,1,nm1179105,actor,
tt0317248,2,nm1129884,actor,
tt0317248,3,nm0618690,actor,
tt0317248,4,nm1249574,actor,
tt0317248,5,nm0576987,director,
tt0317248,6,nm0526199,director,co-director
tt0317248,7,nm0513130,writer,novel
tt0317248,8,nm1130251,writer,screenplay
tt0317248,9,nm0053070,producer,producer
tt0317303,10,nm0628056,composer,
tt0317303,1,nm0000552,actor,
tt0317303,2,nm0307531,actor,
tt0317303,3,nm0001378,actress,
tt0317303,4,nm0001872,actor,
tt0317303,5,nm0139867,director,
tt0317303,6,nm0734900,writer,written by
tt0317303,7,nm0073554,producer,producer
tt0317303,8,nm0204862,producer,producer
tt0317303,9,nm0324041,producer,producer
tt0317640,10,nm0102624,cinematographer,
tt0317640,1,nm0004965,actor,
tt0317640,2,nm0004873,actor,
tt0317640,3,nm0339460,actress,
tt0317640,4,nm0005522,actor,
tt0317640,5,nm1165576,director,
tt0317640,6,nm0289591,producer,producer
tt0317640,7,nm0450275,producer,producer
tt0317640,8,nm1001945,producer,producer
tt0317640,9,nm1016080,composer,
tt0317648,10,nm0198395,editor,
tt0317648,1,nm0001557,actor,
tt0317648,2,nm0001725,actor,
tt0317648,3,nm0733196,actress,
tt0317648,4,nm0518321,actress,
tt0317648,5,nm0002653,director,
tt0317648,6,nm0299301,writer,written by
tt0317648,7,nm0798661,producer,producer
tt0317648,8,nm0006133,composer,
tt0317648,9,nm0426224,cinematographer,
tt0317676,10,nm0932144,producer,producer
tt0317676,1,nm0974364,actor,
tt0317676,2,nm0500739,actor,
tt0317676,3,nm0397212,actor,
tt0317676,4,nm0336125,actress,
tt0317676,5,nm0093051,director,
tt0317676,6,nm0022913,writer,story
tt0317676,7,nm0060889,writer,story
tt0317676,8,nm0662180,writer,screenplay
tt0317676,9,nm0380225,producer,producer
tt0317705,10,nm0524796,cinematographer,director of photography
tt0317705,1,nm0005266,actor,
tt0317705,2,nm0000168,actor,
tt0317705,3,nm0000456,actress,
tt0317705,4,nm0005134,actor,
tt0317705,5,nm0083348,director,
tt0317705,6,nm0907869,producer,producer
tt0317705,7,nm0315974,composer,
tt0317705,8,nm1285750,cinematographer,director of photography
tt0317705,9,nm0510936,cinematographer,director of photography
tt0317740,10,nm0694173,composer,
tt0317740,1,nm0000661,actor,
tt0317740,2,nm0000242,actor,
tt0317740,3,nm0001570,actor,
tt0317740,4,nm0000234,actress,
tt0317740,5,nm0336620,director,
tt0317740,6,nm0448392,writer,
tt0317740,7,nm0694526,writer,screenplay
tt0317740,8,nm0694638,writer,screenplay
tt0317740,9,nm0209773,producer,producer
tt0317743,1,nm0083777,actor,
tt0317743,2,nm0477836,actress,
tt0317743,3,nm1163031,actor,
tt0317743,4,nm1172026,actress,
tt0317743,5,nm0218547,director,
tt0317743,6,nm1076498,production_designer,
tt0317842,1,nm0797897,actress,
tt0317842,2,nm0563038,actress,
tt0317842,3,nm1263471,actor,
tt0317842,4,nm1264513,actor,
tt0317842,5,nm0074844,director,
tt0317842,6,nm0024946,producer,producer
tt0317842,7,nm1271261,composer,
tt0317842,8,nm0069425,cinematographer,
tt0317842,9,nm0321865,editor,
tt0317887,10,nm0225938,producer,producer
tt0317887,1,nm0708698,actor,
tt0317887,2,nm0141418,actress,
tt0317887,3,nm1175014,actor,
tt0317887,4,nm1159680,actor,
tt0317887,5,nm0014694,director,
tt0317887,6,nm1103123,writer,
tt0317887,7,nm0532509,writer,
tt0317887,8,nm0951592,writer,
tt0317887,9,nm0064334,producer,producer
tt0317910,10,nm1162538,cinematographer,director of photography
tt0317910,1,nm0573726,self,
tt0317910,2,nm0448123,archive_footage,
tt0317910,3,nm0004242,archive_footage,
tt0317910,4,nm0633271,archive_footage,
tt0317910,5,nm0001554,director,
tt0317910,6,nm0013968,producer,producer
tt0317910,7,nm0931308,producer,producer
tt0317910,8,nm0001275,composer,
tt0317910,9,nm0030997,cinematographer,director of photography
tt0317919,10,nm0315974,composer,
tt0317919,1,nm0000129,actor,
tt0317919,2,nm1157358,actress,
tt0317919,3,nm0000609,actor,
tt0317919,4,nm0000450,actor,
tt0317919,5,nm0009190,director,
tt0317919,6,nm0476064,writer,written by
tt0317919,7,nm0649460,writer,written by
tt0317919,8,nm0312367,writer,television series
tt0317919,9,nm0906048,producer,producer
tt0317965,10,nm0219804,production_designer,
tt0317965,1,nm0144812,actor,
tt0317965,2,nm0527333,actress,
tt0317965,3,nm0176327,actress,
tt0317965,4,nm0016642,actor,
tt0317965,5,nm0069166,director,
tt0317965,6,nm1233855,producer,producer
tt0317965,7,nm0316055,composer,
tt0317965,8,nm0546938,cinematographer,
tt0317965,9,nm0130772,editor,
tt0318025,10,nm0508644,production_designer,
tt0318025,1,nm1234999,actor,
tt0318025,2,nm1235551,actor,
tt0318025,3,nm0955504,actress,
tt0318025,4,nm1235001,actor,
tt0318025,5,nm0422605,director,
tt0318025,6,nm0406774,producer,producer
tt0318025,7,nm0508447,producer,producer
tt0318025,8,nm0950454,cinematographer,
tt0318025,9,nm0159470,editor,
tt0318034,10,nm0582797,producer,producer
tt0318034,1,nm0233107,actor,
tt0318034,2,nm0974692,actress,
tt0318034,3,nm0610593,actor,
