"('mid',)","('ordering',)","('pid',)","('category',)","('job',)"
tt0057812,10,nm0107510,cinematographer,director of photography
tt0057812,1,nm0709704,actor,
tt0057812,2,nm0001174,actress,
tt0057812,3,nm0640023,actor,
tt0057812,4,nm0259152,actor,
tt0057812,5,nm0657162,director,
tt0057812,6,nm0064579,writer,screen play
tt0057812,7,nm0278269,writer,"novel ""The Circus of Dr. Lao"""
tt0057812,8,nm0372942,writer,
tt0057812,9,nm0363316,composer,
tt0057829,10,nm1024488,cinematographer,
tt0057829,1,nm0367370,actress,
tt0057829,2,nm0632757,actor,
tt0057829,3,nm0875503,actor,
tt0057829,4,nm0476435,actress,
tt0057829,5,nm0408076,director,
tt0057829,6,nm1024346,writer,story
tt0057829,7,nm0367913,writer,
tt0057829,8,nm0866930,producer,producer
tt0057829,9,nm0006191,composer,
tt0057831,1,nm0000063,actor,
tt0057831,2,nm0000869,actor,
tt0057831,3,nm0660327,actress,
tt0057831,4,nm0444321,actress,
tt0057831,5,nm0128050,director,
tt0057831,6,nm0443611,writer,"from the novel ""The Life and Times of Alexis Zorba"""
tt0057831,7,nm0006319,composer,
tt0057831,8,nm0007178,cinematographer,director of photography
tt0057840,10,nm0005769,cinematographer,director of photography
tt0057840,1,nm0001258,actor,
tt0057840,2,nm0000267,actress,
tt0057840,3,nm0002048,actor,
tt0057840,4,nm0000336,actor,
tt0057840,5,nm0002137,director,
tt0057840,6,nm0154665,writer,screenplay
tt0057840,7,nm0401239,writer,novel
tt0057840,8,nm0710388,producer,producer
tt0057840,9,nm0006184,composer,
tt0057842,10,nm0698450,composer,
tt0057842,1,nm0480209,actor,
tt0057842,2,nm0369201,actor,
tt0057842,3,nm0496033,actor,
tt0057842,4,nm0171993,actor,
tt0057842,5,nm0216381,director,
tt0057842,6,nm0042179,writer,
tt0057842,7,nm0098204,writer,dialogue
tt0057842,8,nm0678981,writer,novel
tt0057842,9,nm0332801,producer,producer
tt0057846,10,nm0099429,writer,dialogue
tt0057846,1,nm0580440,actress,
tt0057846,2,nm0396136,actor,
tt0057846,3,nm0734000,actor,
tt0057846,4,nm0320774,actor,
tt0057846,5,nm0096180,director,
tt0057846,6,nm0326624,writer,novel
tt0057846,7,nm0326625,writer,novel
tt0057846,8,nm0115892,writer,
tt0057846,9,nm0181928,writer,
tt0057859,10,nm0441991,composer,
tt0057859,1,nm0247856,actress,
tt0057859,2,nm0314947,actor,
tt0057859,3,nm0288705,actor,
tt0057859,4,nm0460408,actress,
tt0057859,5,nm0556140,director,
tt0057859,6,nm0689565,director,
tt0057859,7,nm0751500,writer,original screen play by
tt0057859,8,nm0103084,writer,original screen play by
tt0057859,9,nm0226946,writer,original screen play by
tt0057869,10,nm1415514,editor,
tt0057869,1,nm0439344,actress,
tt0057869,2,nm0105475,actor,
tt0057869,3,nm0320647,actress,
tt0057869,4,nm0173212,actress,
tt0057869,5,nm0000419,director,
tt0057869,6,nm0386900,writer,"novel ""Fool's Gold"""
tt0057869,7,nm0006166,composer,
tt0057869,8,nm0184170,cinematographer,
tt0057869,9,nm0172004,editor,
tt0057870,10,nm0006177,composer,
tt0057870,1,nm0893341,actor,
tt0057870,2,nm0087126,actor,
tt0057870,3,nm0088396,actor,
tt0057870,4,nm0014800,actress,
tt0057870,5,nm0491626,director,
tt0057870,6,nm0002192,writer,dialogue
tt0057870,7,nm0800631,writer,
tt0057870,8,nm0609528,producer,producer
tt0057870,9,nm0839908,producer,producer
tt0057877,10,nm0002304,composer,
tt0057877,1,nm0000009,actor,
tt0057877,2,nm0000564,actor,
tt0057877,3,nm0000024,actor,
tt0057877,4,nm0148974,actor,
tt0057877,5,nm0322706,director,
tt0057877,6,nm0030478,writer,"play ""Becket"""
tt0057877,7,nm0384488,writer,"play ""Becket"" as translated by"
tt0057877,8,nm0030019,writer,screenplay
tt0057877,9,nm0909259,producer,producer
tt0057878,10,nm0141085,editor,
tt0057878,1,nm0000008,actor,
tt0057878,2,nm0000057,actor,
tt0057878,3,nm0429250,actress,
tt0057878,4,nm0329060,actress,
tt0057878,5,nm0506589,director,
tt0057878,6,nm0788630,writer,written by
tt0057878,7,nm0377417,writer,written by
tt0057878,8,nm0006270,composer,
tt0057878,9,nm0830411,cinematographer,director of photography
tt0057879,10,nm0860828,editor,
tt0057879,1,nm0000060,actor,
tt0057879,2,nm0000063,actor,
tt0057879,3,nm0001725,actor,
tt0057879,4,nm0670964,actor,
tt0057879,5,nm0003593,director,
tt0057879,6,nm0696247,writer,novel
tt0057879,7,nm0582837,writer,screenplay
tt0057879,8,nm0003574,composer,
tt0057879,9,nm0045920,cinematographer,
tt0057883,10,nm0005549,cinematographer,director of photography
tt0057883,1,nm0000020,actor,
tt0057883,2,nm0731772,actor,
tt0057883,3,nm0010944,actress,
tt0057883,4,nm0500364,actress,
tt0057883,5,nm0769874,director,
tt0057883,6,nm0000683,writer,screenplay
tt0057883,7,nm0587706,producer,producer
tt0057883,8,nm0877274,producer,producer
tt0057883,9,nm0512388,composer,
tt0057887,10,nm0005958,composer,
tt0057887,1,nm0000811,actor,
tt0057887,2,nm0002088,actress,
tt0057887,3,nm0405054,actress,
tt0057887,4,nm0725543,actor,
tt0057887,5,nm0038906,director,
tt0057887,6,nm0870150,writer,screenplay
tt0057887,7,nm0226889,writer,screenplay
tt0057887,8,nm0035098,producer,producer
tt0057887,9,nm0629839,producer,producer
tt0057917,10,nm0531796,cinematographer,director of photography
tt0057917,1,nm0000577,actor,
tt0057917,2,nm0000042,actor,
tt0057917,3,nm0191950,actor,
tt0057917,4,nm0405054,actress,
tt0057917,5,nm0229424,director,
tt0057917,6,nm0730356,writer,novel
tt0057917,7,nm0371088,writer,screenplay
tt0057917,8,nm0505854,producer,producer
tt0057917,9,nm0000930,composer,
tt0057918,10,nm0401727,cinematographer,director of photography
tt0057918,1,nm0931054,actor,
tt0057918,2,nm0416228,actor,
tt0057918,3,nm0175427,actor,
tt0057918,4,nm0001889,actor,
tt0057918,5,nm0858873,director,
tt0057918,6,nm0745349,writer,original screenplay
tt0057918,7,nm0000636,writer,original idea
tt0057918,8,nm0737127,producer,producer
tt0057918,9,nm0736864,composer,
tt0057919,10,nm0524944,editor,
tt0057919,1,nm0931054,actor,
tt0057919,2,nm0001889,actor,
tt0057919,3,nm0187754,actor,
tt0057919,4,nm0005236,actress,
tt0057919,5,nm0858873,director,
tt0057919,6,nm0745349,writer,original screenplay
tt0057919,7,nm0737127,producer,producer
tt0057919,8,nm0736864,composer,
tt0057919,9,nm0401727,cinematographer,director of photography
tt0057920,10,nm0401727,cinematographer,director of photography
tt0057920,1,nm0931054,actor,
tt0057920,2,nm0934774,actress,
tt0057920,3,nm0187754,actor,
tt0057920,4,nm0001889,actor,
tt0057920,5,nm0858873,director,
tt0057920,6,nm0745349,writer,original screenplay
tt0057920,7,nm0171523,writer,original screenplay
tt0057920,8,nm0737127,producer,producer
tt0057920,9,nm0736864,composer,
tt0057933,10,nm0406471,cinematographer,director of photography
tt0057933,1,nm0000039,actress,
tt0057933,2,nm0001539,actress,
tt0057933,3,nm0590055,actor,
tt0057933,4,nm0262725,actress,
tt0057933,5,nm0623768,director,
tt0057933,6,nm0371088,writer,screenplay
tt0057933,7,nm0046779,writer,from the play by
tt0057933,8,nm0403022,producer,producer
tt0057933,9,nm0002185,composer,
tt0057935,10,nm0151519,production_designer,
tt0057935,1,nm0154164,actor,
tt0057935,2,nm0611538,actress,
tt0057935,3,nm0611561,actor,
tt0057935,4,nm0315929,actor,
tt0057935,5,nm0006249,director,
tt0057935,6,nm0007173,writer,"from the story ""Nastaneer"""
tt0057935,7,nm1409877,producer,producer
tt0057935,8,nm0593970,cinematographer,
tt0057935,9,nm0244891,editor,
tt0057940,10,nm0006218,composer,
tt0057940,1,nm0001847,actor,
tt0057940,2,nm0004647,actress,
tt0057940,3,nm0001500,actor,
tt0057940,4,nm0000543,actor,
tt0057940,5,nm0000406,director,
tt0057940,6,nm0762207,writer,"suggested by ""Cheyenne Autumn"" by"
tt0057940,7,nm0916139,writer,screenplay by
tt0057940,8,nm0268779,writer,"based on the novel ""The Last Frontier"" by"
tt0057940,9,nm0807430,producer,producer
tt0057952,10,nm0712947,writer,story
tt0057952,1,nm0000078,actor,
tt0057952,2,nm0000028,actress,
tt0057952,3,nm0001012,actress,
tt0057952,4,nm0634313,actor,
tt0057952,5,nm0368871,director,
tt0057952,6,nm0372942,writer,screenplay
tt0057952,7,nm0956571,writer,screenplay
tt0057952,8,nm0335455,writer,screenplay
tt0057952,9,nm0330024,writer,story
tt0057960,10,nm12134650,self,
tt0057960,1,nm0077734,actor,
tt0057960,2,nm0603179,self,
tt0057960,3,nm0615549,self,
tt0057960,4,nm0223698,self,
tt0057960,5,nm0001596,director,
tt0057960,6,nm0082981,producer,producer
tt0057960,7,nm0076522,cinematographer,director of photography
tt0057960,8,nm0005686,cinematographer,director of photography
tt0057960,9,nm0052849,editor,
tt0057967,10,nm0000016,composer,
tt0057967,1,nm0100186,actor,
tt0057967,2,nm0000086,actor,
tt0057967,3,nm0892891,actor,
tt0057967,4,nm0350768,actor,
tt0057967,5,nm0653620,director,
tt0057967,6,nm0003340,writer,co-adaptation
tt0057967,7,nm0845969,writer,dialogue
tt0057967,8,nm0845966,writer,dialogue
tt0057967,9,nm0233587,producer,producer
tt0057986,1,nm0605059,actor,
tt0057986,2,nm0397580,actor,
tt0057986,3,nm0163939,actor,
tt0057986,4,nm0738050,actress,
tt0057986,5,nm0140257,director,
tt0057986,6,nm0551619,composer,
tt0057986,7,nm0005740,cinematographer,director of photography
tt0057986,8,nm0101964,editor,
tt0057986,9,nm0732400,production_designer,
tt0057993,10,nm0011657,producer,producer
tt0057993,1,nm0824489,actress,
tt0057993,2,nm0729676,actor,
tt0057993,3,nm0733433,actress,
tt0057993,4,nm0231572,actor,
tt0057993,5,nm0546672,director,
tt0057993,6,nm0179281,director,
tt0057993,7,nm0342118,writer,story
tt0057993,8,nm0179278,writer,story
tt0057993,9,nm0000590,writer,"story: ""Dance Macabre"""
tt0057997,10,nm0006238,composer,
tt0057997,1,nm0000012,actress,
tt0057997,2,nm0001500,actor,
tt0057997,3,nm0492444,actor,
tt0057997,4,nm0137023,actor,
tt0057997,5,nm0002134,director,
tt0057997,6,nm0067135,writer,screenplay by
tt0057997,7,nm0587743,writer,screenplay by
tt0057997,8,nm0416861,writer,from a story by
tt0057997,9,nm0942934,producer,producer
tt0057999,10,nm0087467,editor,
tt0057999,1,nm0001229,actor,
tt0057999,2,nm0656183,actress,
tt0057999,3,nm0001450,actress,
tt0057999,4,nm0026295,actor,
tt0057999,5,nm0542720,director,
tt0057999,6,nm0608399,writer,screenplay
tt0057999,7,nm0544308,producer,producer
tt0057999,8,nm0000049,composer,
tt0057999,9,nm0005737,cinematographer,director of photography
tt0058001,10,nm0405407,editor,
tt0058001,1,nm0433414,actor,
tt0058001,2,nm0474951,actor,
tt0058001,3,nm0083905,actress,
tt0058001,4,nm0726841,actor,
tt0058001,5,nm0625866,director,
tt0058001,6,nm0527321,writer,"story ""Darkness has no Shadows"""
tt0058001,7,nm0405411,composer,
tt0058001,8,nm0753014,composer,
tt0058001,9,nm0473621,cinematographer,
tt0058003,10,nm0005688,cinematographer,
tt0058003,1,nm0900143,actress,
tt0058003,2,nm0001321,actor,
tt0058003,3,nm0158026,actor,
tt0058003,4,nm0883582,actress,
tt0058003,5,nm0000774,director,
tt0058003,6,nm0346096,writer,
tt0058003,7,nm0148970,producer,producer
tt0058003,8,nm0006090,composer,
tt0058003,9,nm0312483,composer,
tt0058006,10,nm0510724,cinematographer,
tt0058006,1,nm0215805,actor,
tt0058006,2,nm0535676,actress,
tt0058006,3,nm0060584,actor,
tt0058006,4,nm0229489,actor,
tt0058006,5,nm0733790,director,
tt0058006,6,nm0510623,writer,
tt0058006,7,nm0811689,writer,
tt0058006,8,nm0578989,producer,producer
tt0058006,9,nm0723122,composer,
tt0058007,10,nm0120094,editor,
tt0058007,1,nm0355186,actor,
tt0058007,2,nm0843213,actor,
tt0058007,3,nm0738635,actress,
tt0058007,4,nm0233893,actress,
tt0058007,5,nm0794843,director,
tt0058007,6,nm0455785,writer,screenplay
tt0058007,7,nm0895446,writer,screenplay
tt0058007,8,nm0808250,writer,original story
tt0058007,9,nm0316674,cinematographer,
tt0058018,10,nm0446009,cinematographer,director of photography
tt0058018,1,nm0001471,actor,
tt0058018,2,nm0268225,actress,
tt0058018,3,nm0647010,actress,
tt0058018,4,nm0806041,actor,
tt0058018,5,nm0850895,director,
tt0058018,6,nm0509406,writer,story
tt0058018,7,nm0351933,writer,story
tt0058018,8,nm0428987,producer,producer
tt0058018,9,nm0510360,composer,
tt0058022,10,nm0476830,cinematographer,
tt0058022,1,nm0422392,actor,
tt0058022,2,nm0017864,actress,
tt0058022,3,nm0751881,actor,
tt0058022,4,nm0807074,actress,
tt0058022,5,nm0459552,director,
tt0058022,6,nm0526733,writer,
tt0058022,7,nm0638256,writer,
tt0058022,8,nm0850458,composer,
tt0058022,9,nm0945120,composer,
tt0058050,10,nm0492132,cinematographer,
tt0058050,1,nm0662700,actor,
tt0058050,2,nm0276065,actress,
tt0058050,3,nm0696866,actor,
tt0058050,4,nm0910381,actor,
tt0058050,5,nm0279807,director,
tt0058050,6,nm0189171,writer,
tt0058050,7,nm0513621,producer,producer
tt0058050,8,nm0663838,producer,producer
tt0058050,9,nm0527534,composer,
tt0058060,10,nm0493353,cinematographer,director of photography
tt0058060,1,nm0907480,actor,
tt0058060,2,nm0412322,actor,
tt0058060,3,nm0000527,actor,
tt0058060,4,nm0762378,actor,
tt0058060,5,nm0517597,director,
tt0058060,6,nm0373764,writer,based on a play by
tt0058060,7,nm0270517,writer,screenplay
tt0058060,8,nm0114089,composer,
tt0058060,9,nm0006052,composer,
tt0058073,10,nm0404211,actor,
tt0058073,1,nm0001088,actor,
tt0058073,2,nm0940885,actor,
tt0058073,3,nm0483653,actor,
tt0058073,4,nm0255973,actor,
tt0058073,5,nm0005711,director,
tt0058073,6,nm0385573,writer,screenplay
tt0058073,7,nm0052140,composer,
tt0058073,8,nm0928227,cinematographer,director of photography
tt0058073,9,nm0928361,actress,
tt0058083,10,nm0950290,producer,producer
tt0058083,1,nm0000020,actor,
tt0058083,2,nm0000527,actor,
tt0058083,3,nm0915851,actor,
tt0058083,4,nm0641397,actor,
tt0058083,5,nm0001486,director,
tt0058083,6,nm0077159,writer,screenplay
tt0058083,7,nm0120969,writer,from the novel by
tt0058083,8,nm0923838,writer,from the novel by
tt0058083,9,nm0313570,writer,
tt0058085,10,nm0111566,producer,producer
tt0058085,1,nm0000047,actress,
tt0058085,2,nm0000963,actor,
tt0058085,3,nm0000027,actor,
tt0058085,4,nm0000051,actor,
tt0058085,5,nm0542649,director,
tt0058085,6,nm0059553,writer,screenplay
tt0058085,7,nm0289974,writer,screenplay
tt0058085,8,nm0948634,writer,screenplay
tt0058085,9,nm6242804,writer,"based on ""The History of the Decline and Fall of the Roman Empire"""
tt0058089,10,nm0258712,producer,producer
tt0058089,1,nm0544786,actor,
tt0058089,2,nm0000086,actor,
tt0058089,3,nm0218634,actress,
tt0058089,4,nm0245934,actor,
tt0058089,5,nm0402161,director,
tt0058089,6,nm0816232,writer,novels
tt0058089,7,nm0019855,writer,novels
tt0058089,8,nm0354677,writer,screenplay
tt0058089,9,nm0288218,writer,screenplay
tt0058091,10,nm0005762,cinematographer,director of photography
tt0058091,1,nm0001229,actor,
tt0058091,2,nm0477088,actress,
tt0058091,3,nm0001792,actor,
tt0058091,4,nm0687189,actress,
tt0058091,5,nm0625680,director,
tt0058091,6,nm0304418,writer,book
tt0058091,7,nm0575547,writer,screenplay
tt0058091,8,nm0742162,producer,producer
tt0058091,9,nm0000025,composer,
tt0058092,10,nm0170990,composer,
tt0058092,1,nm0000026,actor,
tt0058092,2,nm0001989,actress,
tt0058092,3,nm0002145,actor,
tt0058092,4,nm0328690,actor,
tt0058092,5,nm0625680,director,
tt0058092,6,nm0832099,writer,screenplay
tt0058092,7,nm0850514,writer,screenplay
tt0058092,8,nm0055975,writer,story
tt0058092,9,nm0037818,producer,producer
tt0058100,10,nm0006145,composer,
tt0058100,1,nm0431837,actor,
tt0058100,2,nm0405054,actress,
tt0058100,3,nm0420383,actor,
tt0058100,4,nm0539942,actor,
tt0058100,5,nm0432846,director,
tt0058100,6,nm0460600,writer,screenplay
tt0058100,7,nm0713833,writer,screenplay
tt0058100,8,nm0920229,writer,from the original story by
tt0058100,9,nm0773677,producer,producer
tt0058101,10,nm0582750,editor,
tt0058101,1,nm0467170,actor,
tt0058101,2,nm0761487,actor,
tt0058101,3,nm0929239,actress,
tt0058101,4,nm0605922,actress,
tt0058101,5,nm0193359,director,
tt0058101,6,nm0236854,writer,screenplay
tt0058101,7,nm0193523,producer,producer
tt0058101,8,nm2081982,composer,
tt0058101,9,nm0203262,cinematographer,director of photography
tt0058123,10,nm0006277,composer,
tt0058123,1,nm0001128,actor,
tt0058123,2,nm0000404,actress,
tt0058123,3,nm0017030,actress,
tt0058123,4,nm0836051,actor,
tt0058123,5,nm0167496,director,
tt0058123,6,nm0418625,writer,scenario and adaptation
tt0058123,7,nm0930241,writer,scenario and adaptation
tt0058123,8,nm0444706,writer,"novel ""Joy House"""
tt0058123,9,nm0052713,producer,producer
tt0058124,1,nm0000761,actress,
tt0058124,2,nm0027683,actress,
tt0058124,3,nm0196992,actress,
tt0058124,4,nm0442664,actress,
tt0058124,5,nm0000005,director,
tt0058124,6,nm0430746,writer,written by
tt0058124,7,nm0005815,cinematographer,
tt0058124,8,nm0753276,editor,
tt0058124,9,nm0526456,production_designer,
tt0058126,10,nm0538511,editor,
tt0058126,1,nm0810550,actor,
tt0058126,2,nm0623442,actor,
tt0058126,3,nm0705952,actress,
tt0058126,4,nm0866264,actor,
tt0058126,5,nm0468882,director,
tt0058126,6,nm0664985,writer,
tt0058126,7,nm0000636,writer,"play ""Hamlet"""
tt0058126,8,nm0006291,composer,
tt0058126,9,nm0340838,cinematographer,
tt0058135,10,nm0498899,composer,
tt0058135,1,nm0000086,actor,
tt0058135,2,nm0333518,actress,
tt0058135,3,nm0301556,actor,
tt0058135,4,nm0547440,actor,
tt0058135,5,nm0320833,director,
tt0058135,6,nm0049838,writer,original story
tt0058135,7,nm0897505,writer,screenplay
tt0058135,8,nm0080013,producer,producer
tt0058135,9,nm0683085,producer,producer
tt0058138,10,nm0772527,editor,
tt0058138,1,nm0672304,actress,
tt0058138,2,nm0745104,actor,
tt0058138,3,nm0734521,actor,
tt0058138,4,nm0654070,actor,
tt0058138,5,nm0003433,director,
tt0058138,6,nm0845464,writer,play
tt0058138,7,nm0630876,producer,producer
tt0058138,8,nm0422086,composer,
tt0058138,9,nm0070631,cinematographer,
tt0058142,10,nm0806764,editor,
tt0058142,1,nm0002075,actor,
tt0058142,2,nm0878240,actress,
tt0058142,3,nm0001655,actress,
tt0058142,4,nm0443811,actress,
tt0058142,5,nm0204471,director,
tt0058142,6,nm0639530,writer,"novel ""The Lonely Girl"""
tt0058142,7,nm0506773,producer,producer
tt0058142,8,nm0011709,composer,
tt0058142,9,nm0943981,cinematographer,director of photography
tt0058150,10,nm0558435,writer,story
tt0058150,1,nm0000125,actor,
tt0058150,2,nm0002085,actor,
tt0058150,3,nm0000303,actress,
tt0058150,4,nm0247881,actress,
tt0058150,5,nm0357891,director,
tt0058150,6,nm0537363,writer,screenplay by
tt0058150,7,nm0214989,writer,screenplay by
tt0058150,8,nm0001220,writer,novel
tt0058150,9,nm0367820,writer,adaptation
tt0058153,10,nm0346532,cinematographer,director of photography
tt0058153,1,nm0000493,actor,
tt0058153,2,nm0002769,actress,
tt0058153,3,nm0699063,actress,
tt0058153,4,nm0175528,actor,
tt0058153,5,nm0842582,director,
tt0058153,6,nm0296091,writer,screenplay
tt0058153,7,nm0338456,writer,screenplay
tt0058153,8,nm0278277,writer,novel
tt0058153,9,nm0006030,composer,
tt0058154,10,nm0005762,cinematographer,director of photography
tt0058154,1,nm0000348,actor,
tt0058154,2,nm0001666,actress,
tt0058154,3,nm0004769,actor,
tt0058154,4,nm0055645,actress,
tt0058154,5,nm0591486,director,
tt0058154,6,nm0043480,writer,play
tt0058154,7,nm0475823,writer,screenplay
tt0058154,8,nm0918694,producer,producer
tt0058154,9,nm0006238,composer,
tt0058155,10,nm0715586,cinematographer,director of photography
tt0058155,1,nm0000489,actor,
tt0058155,2,nm0001088,actor,
tt0058155,3,nm0664390,actor,
tt0058155,4,nm0791176,actress,
tt0058155,5,nm0279807,director,
tt0058155,6,nm0319241,writer,screenplay by
tt0058155,7,nm0222631,writer,based on an original story by
tt0058155,8,nm0450862,producer,producer
tt0058155,9,nm0002302,composer,
tt0058166,10,nm0113627,producer,producer
tt0058166,1,nm0000277,actor,
tt0058166,2,nm0370144,actor,
tt0058166,3,nm0733460,actress,
tt0058166,4,nm0508105,actor,
tt0058166,5,nm0347086,director,
tt0058166,6,nm0390981,writer,screenplay
tt0058166,7,nm0548896,writer,original adaptation
tt0058166,8,nm0700051,writer,original adaptation
tt0058166,9,nm0005826,writer,additional material
tt0058182,10,nm1397313,actor,
tt0058182,1,nm0006168,actor,
tt0058182,2,nm0005200,actor,
